Date,Close,High,Low,Open,Volume
4/21/2024,64926.64453,65723.24219,64277.72266,64992.81641,20506644853
4/22/2024,66837.67969,67233.96094,64548.17969,64935.63281,28282686673
4/23/2024,66407.27344,67199.24219,65864.86719,66839.89063,24310975583
4/24/2024,64276.89844,67075.36719,63589.87109,66408.71875,30276655120
4/25/2024,64481.70703,65275.20703,62783.63281,64275.01953,32155786816
4/26/2024,63755.32031,64789.65625,63322.39844,64485.37109,24139372950
4/27/2024,63419.14063,63898.36328,62424.71875,63750.98828,19530783039
4/28/2024,63113.23047,64321.48438,62793.59766,63423.51563,17334827993
4/29/2024,63841.12109,64174.87891,61795.45703,63106.36328,26635912073
4/30/2024,60636.85547,64703.33203,59120.06641,63839.41797,37840840057
5/1/2024,58254.01172,60780.5,56555.29297,60609.49609,48439780271
5/2/2024,59123.43359,59602.29688,56937.20313,58253.70313,32711813559
5/3/2024,62889.83594,63320.50391,58848.3125,59122.30078,33172023048
5/4/2024,63891.47266,64494.95703,62599.35156,62891.03125,20620477992
5/5/2024,64031.13281,64610.89063,62955.30469,63892.45313,18296164805
5/6/2024,63161.94922,65494.90234,62746.23828,64038.3125,28697928697
5/7/2024,62334.81641,64390.45703,62285.98047,63162.76172,25930730982
5/8/2024,61187.94141,62986.08594,60877.12891,62332.64063,26088172222
5/9/2024,63049.96094,63404.91406,60648.07422,61191.19922,25453338161
5/10/2024,60792.77734,63446.74219,60208.78125,63055.19141,27804954694
5/11/2024,60793.71094,61451.15234,60492.625,60793.35547,13842272968
5/12/2024,61448.39453,61818.15625,60632.60156,60793.50391,13800459405
5/13/2024,62901.44922,63422.66016,60769.83984,61451.21875,27889181179
5/14/2024,61552.78906,63092.125,61123.76563,62900.77344,28186271527
5/15/2024,66267.49219,66454.45313,61330.41016,61553.98828,39815167074
5/16/2024,65231.58203,66712.42969,64613.05469,66256.10938,31573077994
5/17/2024,67051.875,67459.46094,65119.31641,65231.29688,28031279310
5/18/2024,66940.80469,67387.32813,66663.5,67066.21094,16712277406
5/19/2024,66278.36719,67694.29688,65937.17969,66937.92969,19249094538
5/20/2024,71448.19531,71483.5625,66086.17188,66278.74219,43850655717
5/21/2024,70136.53125,71946.46094,69191.125,71443.0625,46932005990
5/22/2024,69122.33594,70623.69531,68977.69531,70135.32031,32802561717
5/23/2024,67929.5625,70041.27344,66356.95313,69121.30469,41895680979
5/24/2024,68526.10156,69220.29688,66622.67188,67928.13281,29197308153
5/25/2024,69265.94531,69579.32031,68515.82031,68526.92188,15473071741
5/26/2024,68518.09375,69506.22656,68183.89063,69264.28906,15628433737
5/27/2024,69394.55469,70597.88281,68232.5,68512.17969,25870990717
5/28/2024,68296.21875,69514.64063,67227.15625,69392.19531,32722265965
5/29/2024,67578.09375,68852.46094,67101.49219,68296.35156,26707072906
5/30/2024,68364.99219,69500.53906,67118.07813,67576.08594,29509712534
5/31/2024,67491.41406,68999.5625,66633.42188,68362.51563,27387283769
6/1/2024,67706.9375,67839.76563,67386.19531,67489.60938,11641495604
6/2/2024,67751.60156,68409.16406,67315.52344,67710.27344,17110588415
6/3/2024,68804.78125,70230.82031,67589.83594,67753.89844,32401285324
6/4/2024,70567.76563,71047.40625,68564.64063,68804.57031,33149696545
6/5/2024,71082.82031,71735.41406,70390.71094,70568.35156,32810771409
6/6/2024,70757.16406,71625.73438,70119.125,71082.84375,25223152007
6/7/2024,69342.58594,71907.85156,68507.25781,70759.1875,36188381096
6/8/2024,69305.77344,69533.32031,69210.74219,69324.17969,14262185861
6/9/2024,69647.99219,69817.52344,69160.84375,69297.49219,13534028500
6/10/2024,69512.28125,70146.07031,69232.42188,69644.3125,20597699541
6/11/2024,67332.03125,69549.41406,66123.60156,69508.07813,37116136345
6/12/2024,68241.1875,69977.89063,66902.45313,67321.375,34497940694
6/13/2024,66756.39844,68365.78125,66304.5625,68243.10156,28955204146
6/14/2024,66011.09375,67294.64844,65056.89453,66747.57031,27403884779
6/15/2024,66191,66402.1875,65871.77344,66006.74219,14121265576
6/16/2024,66639.04688,66894.84375,66018.25,66189.35938,13281140541
6/17/2024,66490.29688,67188.32031,65094.96484,66636.51563,30006354476
6/18/2024,65140.74609,66556.70313,64066.95703,66490.97656,39481285950
6/19/2024,64960.29688,65695.35156,64693.30078,65146.66016,21103423504
6/20/2024,64828.65625,66438.96094,64547.84766,64960.29688,25641109124
6/21/2024,64096.19922,65007.54688,63378.89453,64837.98828,26188171739
6/22/2024,64252.57813,64475.46875,63929.75781,64113.86328,9858198793
6/23/2024,63180.79688,64491.70313,63180.79688,64248.96484,11170471802
6/24/2024,60277.41406,63292.52734,58601.69922,63173.35156,43152133651
6/25/2024,61804.64063,62258.26172,60239.75,60266.28125,29201215431
6/26/2024,60811.27734,62434.13672,60695.1875,61789.67578,22506003064
6/27/2024,61604.80078,62293.86328,60585.33203,60811.22656,21231745045
6/28/2024,60320.13672,62126.09766,59985.40234,61612.80469,24952866877
6/29/2024,60887.37891,61097.62109,60300.96484,60319.875,12652903396
6/30/2024,62678.29297,62892.82813,60632.94922,60888.44531,17333226409
7/1/2024,62851.98047,63777.22656,62495.51172,62673.60547,25468379421
7/2/2024,62029.01563,63203.35938,61752.74609,62844.41016,20151616992
7/3/2024,60173.92188,62187.70313,59419.38672,62034.33203,29756701685
7/4/2024,56977.70313,60399.67578,56777.80469,60147.13672,41149609230
7/5/2024,56662.375,57497.15234,53717.375,57022.80859,55417544033
7/6/2024,58303.53906,58472.54688,56038.96094,56659.07422,20610320577
7/7/2024,55849.10938,58371.12109,55793.32422,58239.42969,20553359505
7/8/2024,56705.09766,58131.33594,54321.01953,55849.57422,39766159899
7/9/2024,58009.22656,58239.19531,56316.875,56704.59766,27849512607
7/10/2024,57742.49609,59359.43359,57178.41406,58033.88281,26175260526
7/11/2024,57344.91406,59299.43359,57120.37891,57729.89063,28707803842
7/12/2024,57899.46484,58532.55469,56590.17578,57341.19531,25604805221
7/13/2024,59231.95313,59787.07813,57796.44141,57908.73828,17080061806
7/14/2024,60787.79297,61329.52734,59225.25,59225.25,22223416061
7/15/2024,64870.15234,64870.15234,60704.92969,60815.45703,38094526099
7/16/2024,65097.14844,65354.33984,62487.96875,64784.41797,41617346768
7/17/2024,64118.79297,66066.73438,63896.08594,65091.83203,32525071311
7/18/2024,63974.06641,65104.66016,63246.16406,64104.73828,27239305337
7/19/2024,66710.15625,67442.64063,63329.34375,63972.32422,37003855410
7/20/2024,67163.64844,67610.73438,66299.61719,66709.92188,19029581250
7/21/2024,68154.52344,68372.90625,65842.29688,67164.91406,26652190004
7/22/2024,67585.25,68480.0625,66611.29688,68152.97656,42649109453
7/23/2024,65927.67188,67779.01563,65484.46094,67584.80469,35605668666
7/24/2024,65372.13281,67113.98438,65146.99609,65927.85938,27470942309
7/25/2024,65777.22656,66112.42188,63473.47266,65375.875,38315761670
7/26/2024,67912.0625,68207.60156,65743.76563,65771.8125,30488630457
7/27/2024,67813.33594,69398.50781,66705.21875,67911.8125,34691905492
7/28/2024,68255.86719,68301.85156,67085.82813,67808.65625,18043166945
7/29/2024,66819.91406,69987.53906,66532.59375,68259.05469,40780682628
7/30/2024,66201.01563,66987.67188,65323.19141,66819.05469,31380492109
7/31/2024,64619.25,66810.21094,64532.04688,66201.27344,31292785994
8/1/2024,65357.5,65593.24219,62248.94141,64625.83984,40975554494
8/2/2024,61415.06641,65523.22266,61184.89453,65353.5,43060875727
8/3/2024,60680.09375,62148.37109,59836.52734,61414.80859,31753030589
8/4/2024,58116.97656,61062.98828,57210.80469,60676.09375,31758917219
8/5/2024,53991.45703,58268.82813,49121.23828,58110.29688,1.08991E+11
8/6/2024,56034.31641,57059.91797,53973.27344,53991.34766,49300484106
8/7/2024,55027.46094,57726.88281,54620.50781,56040.63281,41637562185
8/8/2024,61710.13672,62673.76563,54766.72656,55030.02734,45298472567
8/9/2024,60880.11328,61751.86328,59587.85938,61728.20703,33425553115
8/10/2024,60945.8125,61464.51172,60287.56641,60881.23047,15745822278
8/11/2024,58719.48438,61778.66016,58348.82422,60944.89063,22759754812
8/12/2024,59354.51563,60680.33203,57688.89844,58719.39453,37078637820
8/13/2024,60609.56641,61572.39844,58506.25391,59356.20703,30327698167
8/14/2024,58737.26953,61687.75781,58472.875,60611.05078,29961696180
8/15/2024,57560.09766,59838.64844,56161.59375,58733.26172,35682112440
8/16/2024,58894.10547,59847.35938,57110.01953,57560.27344,29350938673
8/17/2024,59478.97266,59694.66797,58814.83203,58893.53125,13589684021
8/18/2024,58483.96484,60262.71875,58445.40234,59468.13281,17740625837
8/19/2024,59493.45313,59612.66016,57864.71094,58480.71094,25911207712
8/20/2024,59012.79297,61396.32813,58610.88281,59493.45313,31613400008
8/21/2024,61175.19141,61834.35156,58823.44531,59014.98828,32731154072
8/22/2024,60381.91406,61408.10938,59815.25391,61168.31641,27625734377
8/23/2024,64094.35547,64947.0625,60372.05078,60380.95313,42530509233
8/24/2024,64178.99219,64513.78906,63619.91797,64103.87109,21430585163
8/25/2024,64333.54297,64996.42188,63833.51953,64176.36719,18827683555
8/26/2024,62880.66016,64489.70703,62849.55859,64342.22656,27682040631
8/27/2024,59504.13281,63210.79688,58116.75,62879.70703,39103882198
8/28/2024,59027.625,60236.44922,57890.67578,59507.92578,40289564698
8/29/2024,59388.17969,61184.08203,58786.22656,59027.46875,32224990582
8/30/2024,59119.47656,59896.88672,57768.53125,59388.60156,32292756405
8/31/2024,58969.89844,59432.59375,58768.78516,59117.48047,12403470760
9/1/2024,57325.48828,59062.07031,57217.82422,58969.80078,24592449997
9/2/2024,59112.48047,59403.07031,57136.02734,57326.96875,27036454524
9/3/2024,57431.02344,59815.05859,57425.16797,59106.19141,26666961053
9/4/2024,57971.53906,58511.57031,55673.16406,57430.34766,35627680312
9/5/2024,56160.48828,58300.58203,55712.45313,57971.70313,31030280656
9/6/2024,53948.75391,56976.10938,52598.69922,56160.19141,49361693566
9/7/2024,54139.6875,54838.14453,53740.07031,53949.08594,19061486526
9/8/2024,54841.56641,55300.85938,53653.75781,54147.93359,18268287531
9/9/2024,57019.53516,58041.125,54598.43359,54851.88672,34618096173
9/10/2024,57648.71094,58029.97656,56419.41406,57020.09766,28857630507
9/11/2024,57343.17188,57991.32031,55567.33984,57650.28906,37049062672
9/12/2024,58127.01172,58534.35938,57330.10156,57343.17188,33835707949
9/13/2024,60571.30078,60648.02344,57650.11328,58130.32422,32490528356
9/14/2024,60005.12109,60656.72266,59517.88281,60569.11719,16428405496
9/15/2024,59182.83594,60381.91797,58696.30859,60000.72656,18120960867
9/16/2024,58192.50781,59205.51172,57501.33984,59185.22656,32032822113
9/17/2024,60308.53906,61316.08984,57628.07031,58192.50781,38075570118
9/18/2024,61649.67969,61664.06641,59218.25391,60309,40990702891
9/19/2024,62940.45703,63872.44141,61609.86719,61651.15625,42710252573
9/20/2024,63192.97656,64119.53125,62364.60547,62941.42578,35177164222
9/21/2024,63394.83984,63543.35938,62783.10547,63184.33984,14408616220
9/22/2024,63648.71094,63993.42188,62440.72656,63396.80469,20183348802
9/23/2024,63329.80078,64733.55859,62628.07813,63643.10156,31400285425
9/24/2024,64301.96875,64695.21484,62737.41797,63326.83984,29938335243
9/25/2024,63143.14453,64804.50391,62945.375,64302.58984,25078377700
9/26/2024,65181.01953,65790.79688,62669.26953,63138.54688,36873129847
9/27/2024,65790.66406,66480.69531,64852.99219,65180.66406,32058813449
9/28/2024,65887.64844,66255.53125,65458.03516,65792.17969,15243637984
9/29/2024,65635.30469,66069.34375,65450.01563,65888.89844,14788214575
9/30/2024,63329.5,65635.05469,62873.61719,65634.65625,37112957475
10/1/2024,60837.00781,64110.98047,60189.27734,63335.60547,50220923500
10/2/2024,60632.78516,62357.6875,59996.94922,60836.32422,40762722398
10/3/2024,60759.40234,61469.03906,59878.80469,60632.48438,36106447279
10/4/2024,62067.47656,62465.99219,60459.94141,60754.625,29585472513
10/5/2024,62089.94922,62371.02344,61689.58203,62067.60938,13305410749
10/6/2024,62818.95313,62959.57031,61833.14844,62084.98828,14776233667
10/7/2024,62236.66016,64443.70703,62152.55078,62819.10938,34253562610
10/8/2024,62131.96875,63174.30469,61843.5625,62221.64453,28134475157
10/9/2024,60582.10156,62508.83594,60314.61328,62131.72656,27670982363
10/10/2024,60274.5,61236.72266,58895.20703,60581.92969,30452813570
10/11/2024,62445.08984,63400.87109,60046.125,60275.46094,30327141594
10/12/2024,63193.02344,63448.78516,62443.26953,62444.61719,16744110886
10/13/2024,62851.375,63272.65234,62035.63672,63192.94531,18177529690
10/14/2024,66046.125,66482.49219,62442.15234,62848.39844,43706958056
10/15/2024,67041.10938,67881.67969,64809.19531,66050.36719,48863870879
10/16/2024,67612.71875,68375.28906,66758.72656,67042.46094,38195189534
10/17/2024,67399.83594,67912.21094,66647.39063,67617.07813,32790898511
10/18/2024,68418.78906,68969.75,67177.82031,67419.10938,36857165014
10/19/2024,68362.73438,68668.00781,68024.64063,68418.97656,14443497908
10/20/2024,69001.70313,69359.00781,68105.71875,68364.17969,18975847518
10/21/2024,67367.85156,69462.73438,66829.85156,69002,37498611780
10/22/2024,67361.40625,67801.57813,66581.36719,67360.70313,31808472566
10/23/2024,66432.19531,67402.74219,65188.03516,67362.375,32263980353
10/24/2024,68161.05469,68798.96094,66454.10156,66653.70313,31414428647
10/25/2024,66642.41406,68722.15625,65521.79297,68165.29688,41469984306
10/26/2024,67014.69531,67317.92188,66360.59375,66628.73438,19588098156
10/27/2024,67929.29688,68221.3125,66847.22656,67023.47656,16721307878
10/28/2024,69907.75781,70212.26563,67535.13281,67922.67188,38799856657
10/29/2024,72720.49219,73577.21094,69729.91406,69910.04688,58541874402
10/30/2024,72339.53906,72905.29688,71411.73438,72715.36719,40646637831
10/31/2024,70215.1875,72662.3125,69590.5,72335.04688,40627912076
11/1/2024,69482.46875,71559.01563,68779.70313,70216.89844,49989795365
11/2/2024,69289.27344,69867.35156,69033.71875,69486.02344,18184612091
11/3/2024,68741.11719,69361.65625,67482.52344,69296.38281,34868307655
11/4/2024,67811.50781,69433.17969,66803.64844,68742.13281,41184819348
11/5/2024,69359.5625,70522.78906,67458.86719,67811.17188,46046889204
11/6/2024,75639.07813,76460.15625,69322.03125,69358.5,1.18593E+11
11/7/2024,75904.85938,76943.11719,74480.42188,75637.08594,63467654989
11/8/2024,76545.47656,77252.75,75648.74219,75902.83594,55176858003
11/9/2024,76778.86719,76932.76563,75773.78906,76556.1875,29009480361
11/10/2024,80474.1875,81474.42188,76565.42969,76775.54688,82570594495
11/11/2024,88701.48438,89604.5,80283.25,80471.41406,1.17967E+11
11/12/2024,87955.8125,89956.88281,85155.10938,88705.5625,1.33673E+11
11/13/2024,90584.16406,93434.35156,86256.92969,87929.96875,1.23559E+11
11/14/2024,87250.42969,91765.21875,86682.8125,90574.88281,87616705248
11/15/2024,91066.00781,91868.74219,87124.89844,87284.17969,78243109518
11/16/2024,90558.47656,91763.94531,90094.22656,91064.36719,44333192814
11/17/2024,89845.85156,91433.03906,88741.66406,90558.46094,46350159305
11/18/2024,90542.64063,92596.78906,89393.59375,89843.71875,75535775084
11/19/2024,92343.78906,94002.86719,90426.98438,90536.8125,74521048295
11/20/2024,94339.49219,94902.02344,91619.5,92341.89063,71730956426
11/21/2024,98504.72656,99014.21875,94132.60156,94334.64063,1.06025E+11
11/22/2024,98997.66406,99655.5,97222.66406,98496.42969,78473580551
11/23/2024,97777.28125,99014.67969,97232.89063,99006.74219,44414644677
11/24/2024,98013.82031,98647.17969,95788.07813,97778.09375,51712020623
11/25/2024,93102.29688,98935.03125,92642.91406,98033.44531,80909462490
11/26/2024,91985.32031,94991.75,90770.8125,93087.28125,91656519855
11/27/2024,95962.53125,97361.17969,91778.66406,91978.14063,71133452438
11/28/2024,95652.46875,96650.20313,94677.35156,95954.94531,52260008261
11/29/2024,97461.52344,98693.17188,95407.88281,95653.95313,54968682476
11/30/2024,96449.05469,97499.34375,96144.21875,97468.8125,31634227866
12/1/2024,97279.78906,97888.125,95770.1875,96461.33594,36590695296
12/2/2024,95865.30469,98152.60156,94482.86719,97276.00781,72680784305
12/3/2024,96002.16406,96297.20313,93629.5625,95854.59375,67067810961
12/4/2024,98768.53125,99207.32813,94660.52344,95988.53125,77199817112
12/5/2024,96593.57031,103900.4688,91998.78125,98741.53906,1.49219E+11
12/6/2024,99920.71094,102039.8828,96514.875,97074.22656,94534772658
12/7/2024,99923.33594,100563.3828,99030.88281,99916.71094,44177510897
12/8/2024,101236.0156,101399.9922,98771.51563,99921.91406,44125751925
12/9/2024,97432.71875,101272.5078,94355.91406,101237.0625,1.10676E+11
12/10/2024,96675.42969,98270.15625,94321.25781,97441.23438,1.04824E+11
12/11/2024,101173.0313,101913.3594,95747.22656,96656.0625,85391409936
12/12/2024,100043,102524.9141,99339.95313,101167.8047,72073983533
12/13/2024,101459.2578,101888.8047,99233.28125,100046.6484,56894751583
12/14/2024,101372.9688,102618.8828,100634.0547,101451.4375,40422968793
12/15/2024,104298.6953,105047.5391,101227.0313,101373.5313,51145914137
12/16/2024,106029.7188,107780.5781,103322.9844,104293.5781,91020417816
12/17/2024,106140.6016,108268.4453,105291.7344,106030.6875,68589364868
12/18/2024,100041.5391,106470.6094,100041.5391,106147.2969,93865656139
12/19/2024,97490.95313,102748.1484,95587.67969,100070.6875,97221662392
12/20/2024,97755.92969,98098.91406,92175.17969,97484.69531,1.05634E+11
12/21/2024,97224.72656,99507.10156,96426.52344,97756.19531,51765334294
12/22/2024,95104.9375,97360.26563,94202.1875,97218.32031,43147981314
12/23/2024,94686.24219,96416.21094,92403.13281,95099.39063,65239002919
12/24/2024,98676.09375,99404.0625,93448.01563,94684.34375,47114953674
12/25/2024,99299.19531,99478.75,97593.46875,98675.91406,33700394629
12/26/2024,95795.51563,99884.57031,95137.88281,99297.69531,47054980873
12/27/2024,94164.85938,97294.84375,93310.74219,95704.97656,52419934565
12/28/2024,95163.92969,95525.89844,94014.28906,94160.1875,24107436185
12/29/2024,93530.22656,95174.875,92881.78906,95174.05469,29635885267
12/30/2024,92643.21094,94903.32031,91317.13281,93527.19531,56188003691
12/31/2024,93429.20313,96090.60156,91914.03125,92643.25,43625106843
